Barcode,Multimedia IRN,Image 1/2,assetID
010685785,2085417,image 1,b013d3211d33f2f143aaa106e78ad64374453ef0
010686279,2085418,image 1,11dbbfecd5a202c49898e907e9b76c0c62feaa96
010685789,2085419,image 1,43eae08105fceac52f2ac7503a2fde141f82402e
010686280,2085420,image 1,b99d82f71cf1f085b406b63d409275918bb8a53e
010686281,2085421,image 1,794f1e0ca2d7982d5812442f83bbdd69a7a54a98
010685791,2085422,image 1,90ed83df7635c10552e08ac7f1aba3998b218ad4
010685795,2085423,image 1,86722bf2a192ad74ed04475c27730a541760263c
010685797,2085424,image 1,96400ab7f019e570cdcdfc50d5a49da1812b5fce
010685798,2085425,image 1,a99ee420bc20941b5898f125a6bcffd212c5f456
010685802,2085426,image 1,2d3f9014490e02a9351a109f494ff41ff0100e13
010685807,2085427,image 1,f34f77247fa48406e5240349dc55df75cbf1c491
010685808,2085428,image 1,623e6a2427bd27b1ca24503ddfb12f34b1b523bb
010686285,2085429,image 1,c2a015ca92c4ef02465292aa519dc31d9d4dbc33
010686287,2085430,image 1,1df14d4303016baa83e09cf5e9b57d6c63cf9a77
010685809,2085431,image 1,236e07c914dd7209ddf8c4276dc1608e08328d7c
010685813,2085432,image 1,2e8e0b336a4931d86ba63b4116894a1370897d67
010685814,2085433,image 1,217a24a3aab7c940e9685dd0dc69b83ada285ac0
010685815,2085434,image 1,eb78bb87c059c2ca7e117d6bd7653f98158867bc
010686291,2085435,image 1,8426759cf7a3b09a5c2c6017f8446f7e3220a513
010686292,2085436,image 1,430b688682db3b7bbaf54270de887227580186df
010685816,2085437,image 1,e166fc1ae37313b0e712800f6cb97891521a5425
010685817,2085438,image 1,6f415f2bfd01c0672588b67bdd1c93e5c64718a5
010685821,2085439,image 1,2ccf150dd349b4933b5c5ea6228c0c819e7a3e4b
010686294,2085440,image 1,adc42b2999237bad5b89537a6e7dbb8bb8b8e1d3
010685822,2085441,image 1,4f193bef800558d951028e0c22c2728fc4aa31e8
010685825,2085442,image 1,d8ee8d742c9af08b3957d7e426d139f1f207ec1c
010686295,2085443,image 1,3b946d14e893c7593ed4b45223398763ccfd8d57
010686298,2085444,image 1,27fe413d5671efd0283b723159da1e85e5518bf7
010685826,2085445,image 1,70fe1692c2aceac1851e1a1cba5330a523fbf570
010685833,2085446,image 1,195274aec851205e643896b6e00bced6ca49fad7
010685834,2085447,image 1,098c8828bdffe829306f9d5207e577ea725bfec8
010685836,2085448,image 1,daceff0a596ab1ae4916adc49ec5c0190a451882
010685837,2085449,image 1,b972afe5cfb262a356b6f92c20137cf82d52abd5
010686306,2085450,image 1,2715a32e78c1cdac176464ed8c9a7c9e6d3a604b
010685838,2085451,image 1,95f5f4bf882b04975639fb2767898019e032a27c
010686307,2085452,image 1,ea82ef80b658f4a66635a3eb643ef602a6f12837
010685839,2085453,image 1,2fe73cea9b9123b656c1a935f93790678d3bd64f
010685842,2085454,image 1,2f35c45b73c94059d9c1b0a9b64a8122faa5eb51
010686309,2085455,image 1,3f2afcfc6afbfa1acda3d514155d7fb3caae1438
010685843,2085456,image 1,e7c92d1e076317a84d0df360635310ae9c31e70e
010685844,2085457,image 1,ac7e0520dbf621f2376fe8aa829706fb5baeb800
010685845,2085458,image 1,19d01e8af04b2a9a0f2186e8662519d4dfbc1b2f
010685846,2085459,image 1,fede31ab5a36d2eef8b72a939a58ed22565aa541
010685847,2085460,image 1,c7ed2d7086d6d6937c5a28772d96b1753bfab29b
010686312,2085461,image 1,e07d81d5ef38401afa4c81ee899e76a0e934f1dc
010686313,2085462,image 1,c9fff1f1c3469b5862c5784deb509574c7e57a01
010686315,2085463,image 1,271b7ec23c1f6c01c25ce8b3253bd28097977dad
010685848,2085464,image 1,9e44eca55a61fb1c87148ff5ba45fb7b706d1aef
010685850,2085465,image 1,3ba6cf029e55d2127364c6194ec2b54abd9b2c77
010686317,2085466,image 1,ec06ba94d2be817c8b95aa7da2a2b37c2b3a23c6
010685858,2085467,image 1,94b58f86f14ee025ba58f901255e3f4da452adfe
010686322,2085468,image 1,1c0c614637d8622630506e26a7c52cc465394cf5
010685860,2085469,image 1,320777a9c4673a22b170b2404db48597711e3f22
010686324,2085470,image 1,4dd4fa7ddf35fafa4e8e1bd38fa4fdde39940dd1
010685865,2085471,image 1,a45bfad74e1616bae171f0a56bcf4504bd735a26
010685866,2085472,image 1,20f7d46b20e066758c3acfc10048d5f57c4f36b7
010686325,2085473,image 1,62fd316eb86ec668cd0ad27adf47d72f49bf84c1
010685868,2085474,image 1,f71d322a045c67a9c731fa37f1106cbe262ea7d2
010685870,2085475,image 1,2bb41d626bfd614b9b5d822351bce90ff5ff4023
010686327,2085476,image 1,641068af10a2166b155746d20be47e4003c41bac
010685871,2085477,image 1,21280e4a1e12461c1222d28cc6ad0751d5f1b215
010686328,2085478,image 1,0d1736abf1a689a0945feefee1696035c2eb7340
010685874,2085479,image 1,62e278e9b60cfad66277eddc3a5293de07fea628
010686329,2085480,image 1,a1f42cccaa37639dadab221e3c84b33e244489e9
010685875,2085481,image 1,33050961286866b408707d29067d50669193fe6c
010686331,2085482,image 1,8afebd3163500bc97d41700fbb19a65ce2366ff1
010685877,2085483,image 1,c7fe294d74edbd3b452e570af9fb32f71cb3f364
010685878,2085484,image 1,97387d99071ffb4380b8455ebebed0bdc28f029f
010685880,2085485,image 1,84b2712d300c4ba8a734d3450a0a67413fbeba93
010685881,2085486,image 1,20926bfae24e2b7b42b4209f7542285806b6f346
010685882,2085487,image 1,09e7c87ce986a61715e1c6c2a0d1a0ecd935012a
010685883,2085488,image 1,92ef14608a013db153db3340a749817a4418aa6e
010686332,2085489,image 1,77e2892ba176c106fb69a0b67b55e9d8eae40611
010685884,2085490,image 1,2fe3090cb12cbb8672f987d78792b9aab11a0735
010686334,2085491,image 1,5d418e89e5df4efd99a262f0f4a0d075694d00cd
010685886,2085492,image 1,515dc41b000062621c896dd30e9ae8b9a2b385aa
010685887,2085493,image 1,c97db481cf05bb1fc47de24d22ffaf9d9880c43e
010685889,2085494,image 1,9fbe28104acca0c5e674780637f2ced60f758e7e
010685892,2085495,image 1,894bded7a9ca257e05dbad708d12870b0fc8af55
010685894,2085496,image 1,9681aa45e82345a2d4eb75150141b22323b77771
010686338,2085497,image 1,5cd059ac2746e6fdbb6aec14db78598cb1c1b3b1
010685896,2085498,image 1,8e52be9aad5014bebaac6385db177432314d5b91
010686339,2085499,image 1,cad5ef398ef2ac7d1b05f95240364f55dc46e601
010685898,2085500,image 1,f86d5b0db6484543d4f5a8e51ba5889272d8c17e
010686340,2085501,image 1,9db30244218dda73be48e0f96efb65299835b32e
010686341,2085502,image 1,83ad6cc77126d6a4867b7d0c98792e321573423f
010685899,2085503,image 1,6205ef28442e242287aa83aae34061bbf09152f4
010685901,2085504,image 1,f5a7aae65b67e20527be8dd9d7ce8e9ff564ff87
010685907,2085505,image 1,1dea1d32e5d0f46e46dc273adb70a7967b32780f
010685908,2085506,image 1,22167abae392458359f0917146355583bda42717
010685910,2085507,image 1,61f598b83cb16cca5face6249cba041617963836
010685911,2085508,image 1,2d5519cef893efa7c37d81a4fa46fd2555d73dfa
010685913,2085509,image 1,b30092c7382af63e49254b4656a42e69d8bcfeb6
010685916,2085510,image 1,daa7ce660cd5bfdfea9315cb0552f8ec31016558
010685917,2085511,image 1,3669fd827a0140cba5b9454c922e94fdc4ec5dce
010685918,2085512,image 1,e62e5181cecc35ded0d0c2d62f909b5f17ef8741
010686346,2085513,image 1,1e5aa460732e196090fc1e1a6b09202d6e173d68
010686348,2085514,image 1,8283676d5687bf850c848e835d3a3255f3f68ae2
010685919,2085515,image 1,b456cf6367078a3568ce830ae71da084ff2f7521
010685922,2085516,image 1,0f22a640bc61395a135cb75ea9130202cfb88601
010685923,2085517,image 1,664623a28f97cf3e38528ccbad3b93d8ab431204
010686349,2085518,image 1,732a9658bfdb5274e01e9121d10715ca585a730b
010685927,2085519,image 1,5846eeea62dd38958c40be15ea14480189c74012
010685929,2085520,image 1,2a87c17d45658b5cecbe2a5320c2f843ff733cfa
010686352,2085521,image 1,eda19c3c406b1ec364db3303db9df36648bbf2df
010686353,2085522,image 1,516e3b3e9acfbf59ca0db5a448336333e4c69869
010686356,2085523,image 1,12b0a3f3cb7219705166ede2c4f8e2aefa9dd2df
010686357,2085524,image 1,8c866cc97b32914c4705a61adefab6a78d97e6cd
010686359,2085525,image 1,eea20249d74b12d95a7de1e814d78d6a06c87e92
010686360,2085526,image 1,051515055b301368f1ffc01850ab457d4df3079f
010685930,2085527,image 1,e5576ecabfe81584d858d4e17788d21ab1a2d857
010686361,2085528,image 1,577cffa3cd097902908356fbc0cc6be538d2ce6d
010686363,2085529,image 1,26280ce14fe02996b595f57fb41a7bc755798f98
010686364,2085530,image 1,d9c5028a5b1d09969662bd963ed32e6ead5b4de9
010685933,2085531,image 1,78d6209f3ac28b8738903dfc8863bbcd732aa2d3
010685934,2085532,image 1,c5a25d82b95a4ffe21415473976acbf085ae3be5
010686365,2085533,image 1,5d054b9a9ec6697c5807d33375587275d20100bc
010685935,2085534,image 1,442b55feb5cb89134ac8ed45fbcb11bc6309084e
010686366,2085535,image 1,172b33cc604b62cadb128ce8636bbbcf2eaef00c
010685937,2085536,image 1,025976d8c72d9f14f06f57bdbcd146da6254c1fc
010685940,2085537,image 1,58d48d12b0767d13e7379f0164fa6a80cfdd61bf
010685941,2085538,image 1,cf71689f6ab8a9f16ee8043d568ae665522dccc5
010686369,2085539,image 1,de75098429cc1dbaee1daf0aba347a1785c6b9b0
010685942,2085540,image 1,2b2d288b9358213cf9994ffdd6a2aba62df8a8cf
010685944,2085541,image 1,ea92bd492464a70b74e7f00c1666c1e40be26217
010686370,2085542,image 1,4e98f36cd9feee0d053493efcaabd2090d6963bc
010685946,2085543,image 1,710f93c42a100c0b6ce0d3e1669ffb14f6807405
010686371,2085544,image 1,504c28b2ef168bf1d1c70f90fb5568e493fff197
010685951,2085545,image 1,6f2a1807cd6308c9b0801f09534e0caf034022c0
010685952,2085546,image 1,c4f907613200654552876988e96aa90693ab2492
010685956,2085547,image 1,b3dc46f7650259d8b05c7ae6ff447f5c3e08fb7b
010685957,2085548,image 1,c59fca7fda54a7c3f0b0204bf99699bb05e09199
010685958,2085549,image 1,88bf8d5e2e38648b007fb8b83c5b785d36278693
010685959,2085550,image 1,b0e43d4811fdf90d2a9f0638f60d62d63d14aaf6
010685961,2085551,image 1,8d0cb4da9db8aed620a508e53a2570a07323afdf
010685964,2085552,image 1,2e940e08e4cce476c42cf0402987a0df916b8c0b
010685965,2085553,image 1,00268249bebb33b3edb147163a34d5f1557838c2
010685966,2085554,image 1,427d88380a99657f03805f2f6a39e23df6f68e03
010686375,2085555,image 1,57fd33e0e95d98bcb52985e7d3ff9ed3bb77774d
010686376,2085556,image 1,96e89a271b7e4b59fe57ed661e084c3e2e68f48b
010685967,2085557,image 1,b3e56c3e0c79b09074b796bf9b32444eb8e7b7c7
010685968,2085558,image 1,4bdc9705456b39bf5bc444edb0ec0a1b1ed60ecc
010685973,2085559,image 1,df54ac0e03f8798d37527ce7308cdc0cda2d5f95
010686382,2085560,image 1,7c2d6f5fc7b048d6e71292a080f12fbb3538df1c
